,ita,list_of_words,man & synonyms,woman & synonyms,person & synonyms,associated_word
263,ESTETISTA,BEAUTICIAN,0.126112550497055,0.2107705473899841,0.2299811989068985,person & synonyms
264,FABBRO,BLACKSMITH,0.1926860213279724,0.1584529131650924,0.2735461592674255,person & synonyms
265,FACCENDIERE,CLERK,0.1409271210432052,0.1678159385919571,0.2065201103687286,person & synonyms
266,FACCHINO,PORTER,0.1390232890844345,0.1417291015386581,0.1846256703138351,person & synonyms
267,FACTOTUM,FACTOTUM,0.191274881362915,0.1629775017499923,0.2710694968700409,person & synonyms
268,FAI DA TE,DO-IT-YOURSELF,0.205332264304161,0.1085939705371856,0.1483284831047058,man & synonyms
269,FALEGNAME,CARPENTER,0.2278905659914016,0.1694261729717254,0.3344996571540832,person & synonyms
270,FANCAZZISTA,WONDERFUL,0.0488203577697277,0.0747967585921287,0.0055388747714459,woman & synonyms
271,FANCIULLA,CHILD,0.1987058371305465,0.1570654660463333,0.1691968739032745,man & synonyms
272,FANCIULLO,CHILD,0.1987058371305465,0.1570654660463333,0.1691968739032745,man & synonyms
273,FANNULLONE,LAUGHTER,0.0598426461219787,0.0859326347708702,0.0903501436114311,person & synonyms
274,FARE COSE ANCHE MASCHILI,DOING MALE THINGS TOO,0.0943252593278884,0.1091044917702674,0.0949971452355384,woman & synonyms
275,FARE DOLCI,MAKING SWEETS,0.0789414122700691,0.0767090022563934,0.1269549429416656,person & synonyms
276,FARE I COMPITI,DOING HOMEWORK,0.0943252593278884,0.1091044917702674,0.0949971452355384,woman & synonyms
277,FARE I CONTI,MAKE THE ACCOUNTS,0.0919500291347503,0.0863018780946731,0.1198507323861122,person & synonyms
278,FARE LA SPESA,DO THE SHOPPING,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
279,FARE LAVORI PESANTI,DO HEAVY WORK,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
280,FARE LE FACCENDE DI CASA,DO THE HOUSE CHORES,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
281,FARE LE FACCENDE DOMESTICHE,DO THE HOUSEWORK,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
282,FARE LE PULIZIE,DO THE CLEANING,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
283,FARE PICCOLE RIPARAZIONI,MAKE MINOR REPAIRS,0.0919500291347503,0.0863018780946731,0.1198507323861122,person & synonyms
284,FARE PICCOLI LAVORI DOMESTICI,DO SMALL HOUSEHOLD WORK,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
285,FARE TUTTO,DO EVERYTHING,0.1001696437597274,0.1018532291054725,0.0762131959199905,woman & synonyms
286,FARMACISTA,PHARMACIST,0.1069838851690292,0.1617698669433593,0.199492871761322,person & synonyms
287,FARMI SENTIRE BENE,MAKE ME FEEL GOOD,0.0919500291347503,0.0863018780946731,0.1198507323861122,person & synonyms
288,FATTORINO,DELIVERY MAN,0.1927721053361892,0.1489764004945755,0.1469748467206955,man & synonyms
289,FESSO,FOOL,0.1413459330797195,0.1038793250918388,0.1220242530107498,man & synonyms
290,FIDANZATA,FIANCÉ,0.1829450577497482,0.1896306723356247,0.212564617395401,person & synonyms
291,FIDANZATO,FIANCÉ,0.1829450577497482,0.1896306723356247,0.212564617395401,person & synonyms
292,FIGA,SOUNDS COOL,0.0951601713895797,0.0862231403589248,0.0882876068353653,man & synonyms
293,FIGLIA,SON,0.353117287158966,0.1480603665113449,0.2096704989671707,man & synonyms
294,FIGLIO,SON,0.353117287158966,0.1480603665113449,0.2096704989671707,man & synonyms
295,FIGLIOLA,SON,0.353117287158966,0.1480603665113449,0.2096704989671707,man & synonyms
296,FIGLIOLO,SON,0.353117287158966,0.1480603665113449,0.2096704989671707,man & synonyms
297,FIGO,SOUNDS COOL,0.0951601713895797,0.0862231403589248,0.0882876068353653,man & synonyms
298,FIORAIA,FLOWER SHOP,0.1099323779344558,0.1688253879547119,0.0787093937397003,woman & synonyms
299,FIORAIO,FLOWER SHOP,0.1099323779344558,0.1688253879547119,0.0787093937397003,woman & synonyms
300,FISIATRA,PHYSIATRIC,0.1309699416160583,0.135001078248024,0.2383512258529663,person & synonyms
301,FORNAIO,BAKER,0.1817184090614318,0.2227707505226135,0.2517961263656616,person & synonyms
302,FOTOGRAFA,I PHOTOGRAPH,0.1144267991185188,0.1244462355971336,0.1419802904129028,person & synonyms
303,FOTOGRAFO,I PHOTOGRAPH,0.1144267991185188,0.1244462355971336,0.1419802904129028,person & synonyms
304,FRATELLO,BROTHER,0.3790175318717956,0.173071414232254,0.1715597212314605,man & synonyms
305,FREELANCE,FREELANCE,0.0800870582461357,0.1640560775995254,0.1925673931837082,person & synonyms
306,FRUTTIVENDOLA,GREENGROCER,0.138490229845047,0.1780823469161987,0.2223557233810424,person & synonyms
307,FRUTTIVENDOLO,GREENGROCER,0.138490229845047,0.1780823469161987,0.2223557233810424,person & synonyms
308,FUMETTISTA,CARTOONIST,0.2226697951555252,0.2694944143295288,0.3567453920841217,person & synonyms
309,FUNZIONARIO,OFFICER,0.2179872840642929,0.1328858882188797,0.1818072646856308,man & synonyms
310,FURBO,CUNNING,0.1192570999264717,0.1124678030610084,0.0700414329767227,man & synonyms
311,GELATAIA,ICE CREAM MAN,0.0472402423620224,0.0786532759666442,0.0891487076878547,person & synonyms
312,GELATAIO,ICE CREAM MAN,0.0472402423620224,0.0786532759666442,0.0891487076878547,person & synonyms
313,GENERO,SON IN LAW,0.2115366458892822,0.1339026689529419,0.1581796258687973,man & synonyms
314,GENEROSA,GENEROUS,0.1574624478816986,0.1781167089939117,0.198280319571495,person & synonyms
315,GENEROSO,GENEROUS,0.1574624478816986,0.1781167089939117,0.198280319571495,person & synonyms
316,GENITORE,PARENT,0.1547074317932129,0.1638820618391037,0.1898633986711502,person & synonyms
317,GENTILUOMO,GENTLEMAN,0.4403697252273559,0.2853496670722961,0.2558327615261078,man & synonyms
318,GENTLEMEN,GENTLEMAN,0.4403697252273559,0.2853496670722961,0.2558327615261078,man & synonyms
319,GEOLOGO,GEOLOGIST,0.1484578996896743,0.2000612467527389,0.1960873305797577,woman & synonyms
320,GEOMETRA,SURVEYOR,0.1568578332662582,0.151800200343132,0.2477665692567825,person & synonyms
321,GESTIRE LAVORO E FAMIGLIA,MANAGING WORK AND FAMILY,0.0549476705491542,0.0758440792560577,0.1102532148361206,person & synonyms
322,GESTIRE LE SITUAZIONI,MANAGING SITUATIONS,0.0342822186648845,0.0758642181754112,0.0993705242872238,person & synonyms
323,GIARDINIERA,GARDENER,0.146982729434967,0.1593218296766281,0.2540084719657898,person & synonyms
324,GIARDINIERE,GARDENER,0.146982729434967,0.1593218296766281,0.2540084719657898,person & synonyms
325,GINECOLOGA,GYNECOLOGIST,0.2250882685184478,0.3212024569511413,0.1797642707824707,woman & synonyms
326,GINECOLOGO,GYNECOLOGIST,0.2250882685184478,0.3212024569511413,0.1797642707824707,woman & synonyms
327,GIOCARE,TO PLAY,0.1469324827194214,0.1450336277484893,0.1797877103090286,person & synonyms
328,GIOCARE A TENNIS,PLAY TENNIS,0.1098948493599891,0.1349598616361618,0.152644544839859,person & synonyms
329,GIOCATORE,PLAYER,0.2087768912315368,0.2485734671354293,0.2985908389091491,person & synonyms
330,GIOCATORE DI TENNIS,PLAY TENNIS,0.1098948493599891,0.1349598616361618,0.152644544839859,person & synonyms
331,GIOCATRICE,PLAYER,0.2087768912315368,0.2485734671354293,0.2985908389091491,person & synonyms
332,GIOCATRICE DI GOLF,GOLF PLAYER,0.1796383708715438,0.2114561796188354,0.2092726379632949,woman & synonyms
333,GIOCHERELLONA,PLAYFUL,0.1410918235778808,0.1609240025281906,0.2412761151790619,person & synonyms
334,GIOCOLIERE,JUGGLER,0.1469311863183975,0.1970394700765609,0.3731938004493713,person & synonyms
335,GIORNALISTA,JOURNALIST,0.0796393156051635,0.1904304176568985,0.2114070802927017,person & synonyms
336,GIOVANE,YOUNG,0.1708376109600067,0.1568260639905929,0.196704551577568,person & synonyms
337,GIOVANOTTO,YOUNG MAN,0.1708376109600067,0.1568260639905929,0.196704551577568,person & synonyms
338,GIOVINE,YOUNG,0.1708376109600067,0.1568260639905929,0.196704551577568,person & synonyms
339,GIUDICE,JUDGE,0.1059903800487518,0.1141420155763626,0.1917720884084701,person & synonyms
340,GOMMISTA,TIRE SHOP,0.0049631190486252,0.0243536550551652,0.0540215745568275,person & synonyms
341,GRAFICO,GRAPHIC,0.1053978577256202,0.1794527024030685,0.1335773319005966,woman & synonyms
342,GRUISTA,CRANE OPERATOR,0.1404338926076889,0.2058219909667968,0.2762163877487182,person & synonyms
343,GUADAGNARE,TO GAIN,0.1098484843969345,0.0966423004865646,0.1036163568496704,man & synonyms
344,GUAGLIONA,GUAGLION,0.1928060054779052,0.1883068084716797,0.1762284934520721,man & synonyms
345,GUAGLIONE,GUAGLION,0.1928060054779052,0.1883068084716797,0.1762284934520721,man & synonyms
346,GUASCONE,Gascon,0.1215118095278739,0.0895203500986099,0.0677951276302337,man & synonyms
347,GUIDA TURISTICA,TOURIST GUIDE,0.1081309169530868,0.1565061658620834,0.2282269448041916,person & synonyms
348,GUIDARE,TO DRIVE,0.1031990721821785,0.073855273425579,0.1749187409877777,person & synonyms
349,GUIDATORE,DRIVER,0.1750851720571518,0.1601931452751159,0.2600376605987549,person & synonyms
350,GUIDATRICE,DRIVER,0.1750851720571518,0.1601931452751159,0.2600376605987549,person & synonyms
351,HANDYMAN,HANDYMAN,0.2853785455226898,0.1560233384370803,0.2801889777183532,man & synonyms
352,IDRAULICA,PLUMBER,0.2745312750339508,0.2114104032516479,0.2436412125825882,man & synonyms
353,IDRAULICO,PLUMBER,0.2745312750339508,0.2114104032516479,0.2436412125825882,man & synonyms
354,ILLUSTRATRICE,ILLUSTRATOR,0.1481309533119201,0.2071158736944198,0.2710599601268768,person & synonyms
355,IMBIANCHINO,PAINTER,0.1546893864870071,0.188526839017868,0.2743446230888366,person & synonyms
356,IMITATORE,IMITATOR,0.1182900816202163,0.1317992061376571,0.2874390184879303,person & synonyms
357,IMPEGNATA,ENGAGED,0.0025755614042282,0.0273220799863338,0.135114848613739,person & synonyms
358,IMPERATORE,EMPEROR,0.2409702092409134,0.2130336910486221,0.2031366676092147,man & synonyms
359,IMPIANTISTA,PLANT INSTALLER,0.0417518503963947,0.0488111712038517,0.1114295870065689,person & synonyms
360,IMPIEGATA,EMPLOYEE,0.2279536873102188,0.2002274096012115,0.2568566799163818,person & synonyms
361,IMPIEGATO,EMPLOYEE,0.2279536873102188,0.2002274096012115,0.2568566799163818,person & synonyms
362,IMPRENDITORE,ENTREPRENEUR,0.1873368769884109,0.2412793487310409,0.2732489109039306,person & synonyms
363,IMPRENDITRICE,ENTREPRENEUR,0.1873368769884109,0.2412793487310409,0.2732489109039306,person & synonyms
364,IMPROVVISATORE,IMPROVISER,0.1681326329708099,0.1234812289476394,0.2689882218837738,person & synonyms
365,IN BICILETTA,BY BIKE,0.0583699084818363,0.0837145745754242,0.0778798535466194,woman & synonyms
366,IN CASA,IN HOME,0.1142460852861404,0.0652383416891098,0.1235738024115562,person & synonyms
367,IN CUCINA,IN THE KITCHEN,0.113409973680973,0.0818727761507034,0.1199623867869377,person & synonyms
368,IN MATEMATICA,IN MATHEMATICS,0.1117366999387741,0.0886600539088249,0.1077372580766677,man & synonyms
369,IN TUTTO,IN EVERYTHING,0.1193226128816604,0.0740114226937294,0.1270109415054321,person & synonyms
370,INCLASSIFICABILE,UNCLASSIFIABLE,0.1197230666875839,0.06484005600214,0.074022576212883,man & synonyms
371,INDIVIDUO,INDIVIDUAL,0.2418711930513382,0.2049820274114608,0.2979715764522552,person & synonyms
372,INDOLENTE,INDOLENT,-0.0095411958172917,0.0143903857097029,0.112705186009407,person & synonyms
373,INESISTENTE,INEXISTENT,0.1369425058364868,0.1109588369727134,0.1458461880683899,person & synonyms
374,INETTO,INEPT,0.047741562128067,0.0623831264674663,0.1234537363052368,person & synonyms
375,INFERMIERA,MALE NURSE,0.5267533659934998,0.3737781047821045,0.2514561414718628,man & synonyms
376,INFERMIERE,MALE NURSE,0.5267533659934998,0.3737781047821045,0.2514561414718628,man & synonyms
377,INFLUENZARE IL PENSIERO DEL GRUPP,INFLUENCE THE THINKING OF THE GROUP,-0.0068332785740494,0.0174172315746545,0.0552248880267143,person & synonyms
378,INFORMATICA,COMPUTER SCIENTIST,0.1399478316307068,0.174914538860321,0.2041963189840316,person & synonyms
379,INFORMATICO,COMPUTER SCIENTIST,0.1399478316307068,0.174914538860321,0.2041963189840316,person & synonyms
380,INGEGNERE,ENGINEER,0.1497024893760681,0.1885841488838195,0.2055261582136154,person & synonyms
381,INQUILINA,TENANT,0.1540161073207855,0.1604824513196945,0.2115026116371154,person & synonyms
382,INQUILINO,TENANT,0.1540161073207855,0.1604824513196945,0.2115026116371154,person & synonyms
383,INSEGNANTE,TEACHER,0.1866288632154464,0.2111029922962188,0.2582318782806396,person & synonyms
384,INSEGNANTE DI YOGA,YOGA TEACHER,0.1260238140821457,0.1630777716636657,0.1973892301321029,person & synonyms
385,INSEGNARE,TO TEACH,0.1234623491764068,0.090277761220932,0.2041808366775512,person & synonyms
386,INSTALLATORE,INSTALLER,0.1033992022275924,0.1060940623283386,0.1258700340986251,person & synonyms
387,INSTALLATRICE,INSTALLER,0.1033992022275924,0.1060940623283386,0.1258700340986251,person & synonyms
388,INTELLIGENTE,INTELLIGENT,0.1633335202932357,0.1206219419836998,0.1907352805137634,person & synonyms
389,INTENDITORE,CONNOISSEUR,0.1191005334258079,0.1681752800941467,0.1686881929636001,person & synonyms
390,INTERLOCUTORE,INTERLOCUTOR,0.2326130270957946,0.214515283703804,0.3056447803974151,person & synonyms
391,INTERPRETE,INTERPRETER,0.1261238604784011,0.1946848928928375,0.2806868255138397,person & synonyms
392,INTERPRETE DELLA PARITà DI GENERE,INTERPRETER OF GENDER EQUALITY,0.2473875284194946,0.322918027639389,0.2638099193572998,woman & synonyms
393,INTRATTENITORE,ENTERTAINER,0.2045632749795913,0.2591269314289093,0.3079904019832611,person & synonyms
394,INVENTORE,INVENTOR,0.192411869764328,0.1878557652235031,0.259785532951355,person & synonyms
395,ISTRUTTORE,INSTRUCTOR,0.1787041574716568,0.206894502043724,0.2321064174175262,person & synonyms
396,JUVENTINA,JUVENTINO,0.1689396053552627,0.1030771285295486,0.1775926798582077,person & synonyms
397,JUVENTINO,JUVENTINO,0.1689396053552627,0.1030771285295486,0.1775926798582077,person & synonyms
398,LAMENTARSI,TO COMPLAIN,0.1555851697921753,0.0941051766276359,0.0684298649430275,man & synonyms
399,LAVANDAIA,LAUNDRYMAN,0.271411120891571,0.1974694281816482,0.2889558672904968,person & synonyms
400,LAVANDAIO,LAUNDRYMAN,0.271411120891571,0.1974694281816482,0.2889558672904968,person & synonyms
401,LAVATIVO,WASHING,0.1084969937801361,0.1100571230053901,0.1896460950374603,person & synonyms
402,LAVORARE,TO WORK,0.0901082903146743,0.1080436930060386,0.1857817023992538,person & synonyms
403,LAVORATORE,WORKER,0.1804183572530746,0.2103904038667678,0.2836291491985321,person & synonyms
404,LAVORATORE AUTONOMO,SELF EMPLOYED,0.1028204336762428,0.1053327694535255,0.163478672504425,person & synonyms
405,LAVORATORE DOMESTICO,DOMESTIC WORKER,0.1704903244972229,0.2305162996053695,0.2560124695301056,person & synonyms
406,LAVORATRICE,WORKER,0.1804183572530746,0.2103904038667678,0.2836291491985321,person & synonyms
407,LAVORATRICE AUTONOMA,SELF EMPLOYED,0.1028204336762428,0.1053327694535255,0.163478672504425,person & synonyms
408,LAVORATRICE MADRE,WORKING MOTHER,0.0410058833658695,0.0910650193691253,0.1786085218191146,person & synonyms
409,LAVORATRICE PROFESSIONISTA IN REMOTO,PROFESSIONAL REMOTE WORKER,0.125764712691307,0.1687707155942917,0.241327702999115,person & synonyms
410,LAVORATRICE SMARTWORKING,SMARTWORKING WORKER,0.1525716930627823,0.159768670797348,0.2403815388679504,person & synonyms
411,LAVORI DOMESTICI,HOUSEWORKS,0.1306279152631759,0.1536459028720855,0.171487420797348,person & synonyms
412,LECCACULO,ASS-GUCK,0.2549792826175689,0.1525143384933471,0.1263788789510727,man & synonyms
413,LEGGERE,TO READ,0.1067050769925117,0.1236440539360046,0.1237547099590301,person & synonyms
414,LETTORE,READER,0.1524201929569244,0.1665467917919159,0.2585455477237701,person & synonyms
415,LETTRICE,READER,0.1524201929569244,0.1665467917919159,0.2585455477237701,person & synonyms
416,LEVIGARE,SMOOTH,0.0627636313438415,0.0483261682093143,0.1121958270668983,person & synonyms
417,LIBERA PROFESSIONISTA,FREELANCE,0.0800870582461357,0.1640560775995254,0.1925673931837082,person & synonyms
418,MACCHINISTA,MACHINIST,0.2614640593528747,0.230112537741661,0.2566492259502411,man & synonyms
419,MACELLAIO,BUTCHER,0.2491336166858673,0.1868115365505218,0.2537160515785217,person & synonyms
420,MADRE,MOTHER,0.1169639900326728,0.2942311763763428,0.118412047624588,woman & synonyms
421,MAESTRA,MASTER,0.2396194636821746,0.1965185850858688,0.1548560857772827,man & synonyms
422,MAESTRO,MASTER,0.2396194636821746,0.1965185850858688,0.1548560857772827,man & synonyms
423,MAESTRO DI SCI,SKI INSTRUCTOR,0.1488081961870193,0.196342259645462,0.2242017984390258,person & synonyms
424,MAGGIORDOMO,BUTLER,0.2432961761951446,0.1956202983856201,0.2346029132604599,man & synonyms
425,MAMMA,MOM,0.1731819957494735,0.3260854482650757,0.151283860206604,woman & synonyms
426,MANAGER,MANAGER,0.2174000889062881,0.2541693747043609,0.2057806253433227,woman & synonyms
427,MANAGER DELLA CASA,HOUSE MANAGER,0.1613455712795257,0.1791137754917144,0.1325098872184753,woman & synonyms
428,MANGIARE,TO EAT,0.0996481627225875,0.0757674649357795,0.11813236027956,person & synonyms
429,MANGIATORE DI PASTICCINI,PASTRY EATER,0.110103003680706,0.1731359660625457,0.1550139188766479,woman & synonyms
430,MANGIONE,GLUTTON,0.1603781580924987,0.1750114560127258,0.2632265388965606,person & synonyms
431,MANOVALE,LABOR WORKER,0.0749372988939285,0.1104485467076301,0.1506730914115905,person & synonyms
432,MANUTENTORE,MAINTAINER,0.1693145334720611,0.167391687631607,0.3140248656272888,person & synonyms
433,MANUTENTRICE,MAINTAINER,0.1693145334720611,0.167391687631607,0.3140248656272888,person & synonyms
434,MARINAIO,SAILOR MAN,0.3945780396461487,0.3199902474880218,0.2649862766265869,man & synonyms
435,MARITO,HUSBAND,0.2931783199310303,0.2349710762500763,0.1708644479513168,man & synonyms
436,MASSAGGIATORE,MASSAGE THERAPIST,0.1066315770149231,0.154384508728981,0.1856326907873153,person & synonyms
437,MASSAGGIATRICE,MASSAGE THERAPIST,0.1066315770149231,0.154384508728981,0.1856326907873153,person & synonyms
438,MASSAIA,MASSAGER,0.1513913422822952,0.2120158970355987,0.2633393406867981,person & synonyms
439,MASSAIO,MASSAGER,0.1513913422822952,0.2120158970355987,0.2633393406867981,person & synonyms
440,MATEMATICO,MATHEMATICAL,0.1010012254118919,0.1268733143806457,0.1125652566552162,woman & synonyms
441,MECCANICA,MECHANIC,0.1840151846408844,0.2214266061782837,0.2523336112499237,person & synonyms
442,MECCANICO,MECHANIC,0.1840151846408844,0.2214266061782837,0.2523336112499237,person & synonyms
443,MEDIATRICE,MEDIATOR,0.1234549731016159,0.1603090614080429,0.2269012480974197,person & synonyms
444,MEDICO,DOCTOR,0.1160498335957527,0.1173256263136863,0.1336673200130462,person & synonyms
445,MEDICO DI BASE,BASIC DOCTOR,0.1512491106986999,0.1308469325304031,0.0937445089221,man & synonyms
446,MENEFREGHISTA,CARELESS,0.0334465652704238,0.0396132059395313,0.1460489183664322,person & synonyms
447,MERETRICE,MERENTOR,0.2280814498662948,0.1975006461143493,0.1989821642637252,man & synonyms
448,MIGNOTTA,BITCH,0.1439928710460662,0.2209724187850952,0.1241439208388328,woman & synonyms
449,MILITARE,MILITARY,0.2131422907114029,0.1071433722972869,0.1382498890161514,man & synonyms
450,MINISTRA,MINISTER,0.2085992991924286,0.2107376754283905,0.1388638168573379,woman & synonyms
451,MOGLIE,WIFE,0.2607835233211517,0.405921995639801,0.1580473035573959,woman & synonyms
452,MOGLIETTINA,WIFE,0.2607835233211517,0.405921995639801,0.1580473035573959,woman & synonyms
453,MONTARE,SET UP,0.097476378083229,0.1149177253246307,0.1676347851753235,person & synonyms
454,MOTOCICLISTA,MOTORCYCLIST,0.1830860078334808,0.2304040491580963,0.336170881986618,person & synonyms
455,MULTITASKING,MULTITASKING,0.0821657851338386,0.1603895723819732,0.1972574889659881,person & synonyms
456,MURATORE,MASON,0.1970912218093872,0.1288501918315887,0.1426122337579727,man & synonyms
457,MUSICISTA,MUSICIAN,0.1499078869819641,0.2178244888782501,0.2601906359195709,person & synonyms
458,NARCISO,NARCISSUS,0.1269147247076034,0.1142877340316772,0.1643672585487365,person & synonyms
459,NARRATORE,NARRATOR,0.1494875401258468,0.2101150453090667,0.2934370338916778,person & synonyms
460,NAVIGATRICE,NAVIGATOR,0.1584350019693374,0.1749202609062194,0.1870676577091217,person & synonyms
461,NEGOZIANTE,RETAILER,0.1575392782688141,0.1187528744339943,0.1900282204151153,person & synonyms
462,NEI CALCOLI,IN THE CALCULATIONS,0.0733840391039848,0.0702153220772743,0.1028794273734092,person & synonyms
463,NEI LAVORI DI CASA,IN HOUSE WORK,0.1431616246700287,0.1323263049125671,0.1485080569982528,person & synonyms
464,NEL BRICOLAGE,IN THE DIY,0.1191886886954307,0.0753826797008514,0.1273775398731231,person & synonyms
465,NEL DISEGNO,IN THE DRAWING,0.1082912683486938,0.1069797724485397,0.1462448835372924,person & synonyms
466,NEL FAI DA TE,IN THE DIY,0.1191886886954307,0.0753826797008514,0.1273775398731231,person & synonyms
467,NEL LAVORO,AT WORK,0.1356465220451355,0.1562851369380951,0.2003389149904251,person & synonyms
468,NELLA ESECUZIONE,IN THE EXECUTION,0.081391230225563,0.061634786427021,0.1300950497388839,person & synonyms
469,NELLA GESTIONE,IN THE MANAGEMENT,0.0976770743727684,0.0583226606249809,0.0786003693938255,man & synonyms
470,NELLE FACCENDE DI CASA,IN THE HOUSE CHOICES,0.1608408540487289,0.1538762748241424,0.1574593037366867,man & synonyms
471,NELLE FACCENDE DOMESTICHE,IN THE HOUSEHOLD WORK,0.1369844824075698,0.1023230850696563,0.160874530673027,person & synonyms
472,NELLE MANUTENZIONI,IN MAINTENANCE,0.1059480607509613,0.0844994634389877,0.1062096431851387,person & synonyms
473,NELLO SPORT,IN SPORTS,0.122379146516323,0.1030201688408851,0.2010343372821808,person & synonyms
474,NETTURBINO,DUSTMAN,0.2129575610160827,0.1492035984992981,0.2810892462730407,person & synonyms
475,NEUROLOGA,NEUROLOGIST,0.1417423635721206,0.1870778352022171,0.2051877230405807,person & synonyms
476,NIPOTE,GRANDSON,0.3802802264690399,0.2285604327917099,0.2401878982782364,man & synonyms
477,NIPOTINO,NEPHEW,0.228923425078392,0.1557631194591522,0.1925267875194549,man & synonyms
478,NONNA,NOT NO,0.0966262966394424,0.0518617108464241,-0.0317397192120552,man & synonyms
479,NONNO,NOT NO,0.0966262966394424,0.0518617108464241,-0.0317397192120552,man & synonyms
480,NOTAIO,NOTARY,0.0935526266694068,0.1099613606929779,0.241164356470108,person & synonyms
481,NULLAFACENTE,NOTHING,0.0693337246775627,0.0562113411724567,0.0355175361037254,man & synonyms
482,NUOTARE,TO SWIM,0.1449154168367386,0.146009936928749,0.1356639862060547,woman & synonyms
483,NUOTATORE,SWIMMER,0.1503400653600692,0.2205687016248703,0.3173079490661621,person & synonyms
484,NUOTATRICE,SWIMMER,0.1503400653600692,0.2205687016248703,0.3173079490661621,person & synonyms
485,OMETTO,OMIT,0.0152665032073855,0.0099308537319302,0.0142515758052468,man & synonyms
486,OMINO,little man,0.2503319084644317,0.126158058643341,0.1447062045335769,man & synonyms
487,OPERAIA,WORKER,0.1804183572530746,0.2103904038667678,0.2836291491985321,person & synonyms
488,OPERAIO,WORKER,0.1804183572530746,0.2103904038667678,0.2836291491985321,person & synonyms
489,OPERATORE,OPERATOR,0.1808389276266098,0.1991927176713943,0.3308870792388916,person & synonyms
490,OPERATORE A COMPUTER,COMPUTER OPERATOR,0.1621069312095642,0.2002348154783249,0.2428489625453949,person & synonyms
491,OPERATORE DI GRU,CRANE OPERATOR,0.1404338926076889,0.2058219909667968,0.2762163877487182,person & synonyms
492,OPERATORE ECOLOGICO,ECOLOGICAL OPERATOR,0.1184167638421058,0.1771010309457779,0.2486153542995453,person & synonyms
493,OPERATORE INFORMATICO,COMPUTER OPERATOR,0.1621069312095642,0.2002348154783249,0.2428489625453949,person & synonyms
494,OPERATRICE,OPERATOR,0.1808389276266098,0.1991927176713943,0.3308870792388916,person & synonyms
495,OPPORTUNISTA,OPPORTUNIST,0.0600206330418586,0.0834048017859458,0.2878625392913818,person & synonyms
496,ORATORE,SPEAKER,0.1989974826574325,0.1918480098247528,0.2688897252082824,person & synonyms
497,ORATRICE,SPEAKER,0.1989974826574325,0.1918480098247528,0.2688897252082824,person & synonyms
498,ORDINARE IN CASA,ORDER AT HOME,0.1543404310941696,0.1117929741740226,0.0326087214052677,man & synonyms
499,ORGANIZZARE,ORGANIZE,0.0873051807284355,0.0466712079942226,0.061683814972639,man & synonyms
500,ORGANIZZARE FESTE,ORGANIZE PARTIES,0.0923112034797668,0.0808558017015457,0.0921948626637458,man & synonyms
501,ORGANIZZARE RIUNIONI,ORGANIZE MEETINGS,0.0808632150292396,0.0647184997797012,0.0649712160229682,man & synonyms
502,ORGANIZZATORE,MANAGER,0.2174000889062881,0.2541693747043609,0.2057806253433227,woman & synonyms
503,ORGANIZZATRICE,MANAGER,0.2174000889062881,0.2541693747043609,0.2057806253433227,woman & synonyms
504,OSPITE,GUEST,0.1605853289365768,0.1883011758327484,0.1756091862916946,woman & synonyms
505,OSSERVATORE,OBSERVER,0.1549566090106964,0.1753826737403869,0.3488357663154602,person & synonyms
506,OSTETRICA,OBSTETRICIAN,0.1392048150300979,0.2554582357406616,0.1958355009555816,woman & synonyms
507,OSTETRICO,OBSTETRICIAN,0.1392048150300979,0.2554582357406616,0.1958355009555816,woman & synonyms
508,PADRE,FATHER,0.2552062273025512,0.1440048664808273,0.1204374358057975,man & synonyms
509,PADRE DI FAMIGLIA,FATHER OF THE FAMILY,0.2552062273025512,0.1440048664808273,0.1204374358057975,man & synonyms
510,PADRONA,MASTER,0.2396194636821746,0.1965185850858688,0.1548560857772827,man & synonyms
511,PADRONA DI CASA,HOUSEHOLDER,0.2694109082221985,0.2404716610908508,0.3626057803630829,person & synonyms
512,PADRONE,MASTER,0.2396194636821746,0.1965185850858688,0.1548560857772827,man & synonyms
513,PADRONE DI CASA,HOUSEHOLDER,0.2694109082221985,0.2404716610908508,0.3626057803630829,person & synonyms
514,PALLAVOLISTA,VOLLEYBALL PLAYER,0.2126380205154419,0.2569717466831207,0.2848316729068756,person & synonyms
515,PANETTIERE,BAKER,0.1817184090614318,0.2227707505226135,0.2517961263656616,person & synonyms
516,PAPA',Pope,0.249722883105278,0.1907582283020019,0.1945036947727203,man & synonyms
517,PAPPONE,PIMP,0.196598932147026,0.2193482667207718,0.2202072292566299,person & synonyms
518,PARACULO,PARACULO,0.1736379116773605,0.1126796603202819,0.1795046627521515,person & synonyms
519,PARLARE,SPEAK,0.1037781611084938,0.087311640381813,0.1175670847296714,person & synonyms
520,PARLATORE,TALKER,0.1884375810623169,0.1970089823007583,0.3053590059280395,person & synonyms
521,PARRUCCHIERA,HAIR SALON,0.1329642236232757,0.1376969665288925,0.1632464975118637,person & synonyms
