,ita,list_of_words,male,female,neutral,associated_word
286,FARMACISTA,PHARMACIST,0.1185607463121414,0.1093010082840919,0.0684352219104766,male
287,FARMI SENTIRE BENE,MAKE ME FEEL GOOD,0.0354363396763801,0.0299849361181259,0.0325223505496978,male
288,FATTORINO,DELIVERY MAN,0.1017099097371101,0.0960699692368507,0.0843178778886795,male
289,FESSO,FOOL,0.0475323908030986,0.0363284014165401,0.0492916777729988,neutral
290,FIDANZATA,FIANCÉ,0.2491950094699859,0.2867569625377655,0.1340625286102295,female
291,FIDANZATO,FIANCÉ,0.2491950094699859,0.2867569625377655,0.1340625286102295,female
292,FIGA,SOUNDS COOL,-0.0077179661020636,0.0067683542147278,0.0015385895967483,female
293,FIGLIA,SON,0.239933356642723,0.1881393045186996,0.1046564802527427,male
294,FIGLIO,SON,0.239933356642723,0.1881393045186996,0.1046564802527427,male
295,FIGLIOLA,SON,0.239933356642723,0.1881393045186996,0.1046564802527427,male
296,FIGLIOLO,SON,0.239933356642723,0.1881393045186996,0.1046564802527427,male
297,FIGO,SOUNDS COOL,-0.0077179661020636,0.0067683542147278,0.0015385895967483,female
298,FIORAIA,FLOWER SHOP,0.1199316978454589,0.1522556990385055,0.0433312989771366,female
299,FIORAIO,FLOWER SHOP,0.1199316978454589,0.1522556990385055,0.0433312989771366,female
300,FISIATRA,PHYSIATRIC,0.1633192151784896,0.1670054793357849,0.1454806476831436,female
301,FORNAIO,BAKER,0.2025205641984939,0.1814106404781341,0.1056938618421554,male
302,FOTOGRAFA,I PHOTOGRAPH,0.0843108147382736,0.0800154507160186,0.08563744276762,neutral
303,FOTOGRAFO,I PHOTOGRAPH,0.0843108147382736,0.0800154507160186,0.08563744276762,neutral
304,FRATELLO,BROTHER,0.2539450228214264,0.190850555896759,0.0700311139225959,male
305,FREELANCE,FREELANCE,0.1495048999786377,0.1574365496635437,0.0299082919955253,female
306,FRUTTIVENDOLA,GREENGROCER,0.1026206687092781,0.1075678840279579,0.1085053086280822,neutral
307,FRUTTIVENDOLO,GREENGROCER,0.1026206687092781,0.1075678840279579,0.1085053086280822,neutral
308,FUMETTISTA,CARTOONIST,0.2460444122552871,0.2363336384296417,0.11285150796175,male
309,FUNZIONARIO,OFFICER,0.1302908509969711,0.1051864176988601,0.1128145456314086,male
310,FURBO,CUNNING,0.0906041041016578,0.1009075790643692,0.0684638023376464,female
311,GELATAIA,ICE CREAM MAN,0.0057198330760002,0.0177238639444112,0.0554546974599361,neutral
312,GELATAIO,ICE CREAM MAN,0.0057198330760002,0.0177238639444112,0.0554546974599361,neutral
313,GENERO,SON IN LAW,0.1225628331303596,0.0923741683363914,0.0767799392342567,male
314,GENEROSA,GENEROUS,0.1361403465270996,0.1434343159198761,0.1147099509835243,female
315,GENEROSO,GENEROUS,0.1361403465270996,0.1434343159198761,0.1147099509835243,female
316,GENITORE,PARENT,0.1518428921699524,0.1298640668392181,0.0654128640890121,male
317,GENTILUOMO,GENTLEMAN,0.2628915905952453,0.203259602189064,0.0722199752926826,male
318,GENTLEMEN,GENTLEMAN,0.2628915905952453,0.203259602189064,0.0722199752926826,male
319,GEOLOGO,GEOLOGIST,0.1238017827272415,0.1206444501876831,0.0454774126410484,male
320,GEOMETRA,SURVEYOR,0.1218406707048416,0.0938877984881401,0.007095968350768,male
321,GESTIRE LAVORO E FAMIGLIA,MANAGING WORK AND FAMILY,0.0214394312351942,0.00930926669389,0.0200479757040739,male
322,GESTIRE LE SITUAZIONI,MANAGING SITUATIONS,-0.0118865482509136,-0.0222258195281028,-0.0032841765787452,neutral
323,GIARDINIERA,GARDENER,0.1504614055156707,0.1320329457521438,0.0720816105604171,male
324,GIARDINIERE,GARDENER,0.1504614055156707,0.1320329457521438,0.0720816105604171,male
325,GINECOLOGA,GYNECOLOGIST,0.2077885121107101,0.2240146845579147,0.0996220260858535,female
326,GINECOLOGO,GYNECOLOGIST,0.2077885121107101,0.2240146845579147,0.0996220260858535,female
327,GIOCARE,TO PLAY,0.1233683004975318,0.1283436119556427,0.0715123489499092,female
328,GIOCARE A TENNIS,PLAY TENNIS,0.0773527771234512,0.0879078209400177,0.0630376115441322,female
329,GIOCATORE,PLAYER,0.2205300629138946,0.2182433158159256,0.0766770914196968,male
330,GIOCATORE DI TENNIS,PLAY TENNIS,0.0773527771234512,0.0879078209400177,0.0630376115441322,female
331,GIOCATRICE,PLAYER,0.2205300629138946,0.2182433158159256,0.0766770914196968,male
332,GIOCATRICE DI GOLF,GOLF PLAYER,0.1528127044439315,0.1353147327899933,0.0698674842715263,male
333,GIOCHERELLONA,PLAYFUL,0.1973782628774643,0.2110323756933212,0.1760458499193191,female
334,GIOCOLIERE,JUGGLER,0.1471708714962005,0.1539618968963623,0.017841774970293,female
335,GIORNALISTA,JOURNALIST,0.0877332389354705,0.1007636711001396,0.0366431884467601,female
336,GIOVANE,YOUNG,0.1922375410795211,0.1430052071809768,0.0226303227245807,male
337,GIOVANOTTO,YOUNG MAN,0.1922375410795211,0.1430052071809768,0.0226303227245807,male
338,GIOVINE,YOUNG,0.1922375410795211,0.1430052071809768,0.0226303227245807,male
339,GIUDICE,JUDGE,0.0330465920269489,0.0310170128941535,0.0765110552310943,neutral
340,GOMMISTA,TIRE SHOP,-0.0093352915719151,-0.0276331044733524,0.0787664055824279,neutral
341,GRAFICO,GRAPHIC,0.1358639448881149,0.144600361585617,0.0041493833996355,female
342,GRUISTA,CRANE OPERATOR,0.1151278987526893,0.1030568107962608,-0.0088963704183697,male
343,GUADAGNARE,TO GAIN,0.0601739287376403,0.0371293872594833,0.1052134335041046,neutral
344,GUAGLIONA,GUAGLION,0.2341518551111221,0.2465690523386001,0.1736937314271927,female
345,GUAGLIONE,GUAGLION,0.2341518551111221,0.2465690523386001,0.1736937314271927,female
346,GUASCONE,Gascon,0.1074452772736549,0.0892877727746963,0.10868901014328,neutral
347,GUIDA TURISTICA,TOURIST GUIDE,0.0553429499268531,0.0530392602086067,0.0592745617032051,neutral
348,GUIDARE,TO DRIVE,0.0699441879987716,0.0577256605029106,0.0911568999290466,neutral
349,GUIDATORE,DRIVER,0.1480739861726761,0.1149922981858253,0.1120464205741882,male
350,GUIDATRICE,DRIVER,0.1480739861726761,0.1149922981858253,0.1120464205741882,male
351,HANDYMAN,HANDYMAN,0.1812338978052139,0.1353238970041275,0.1476459801197052,male
352,IDRAULICA,PLUMBER,0.2253602445125579,0.1976837515830993,0.1314032226800918,male
353,IDRAULICO,PLUMBER,0.2253602445125579,0.1976837515830993,0.1314032226800918,male
354,ILLUSTRATRICE,ILLUSTRATOR,0.206851065158844,0.2193087041378021,0.0869622081518173,female
355,IMBIANCHINO,PAINTER,0.1707452535629272,0.1682623624801635,0.0803398936986923,male
356,IMITATORE,IMITATOR,0.1249008551239967,0.106191299855709,-0.0084883654490113,male
357,IMPEGNATA,ENGAGED,0.0245970673859119,0.0381047576665878,0.1614740043878555,neutral
358,IMPERATORE,EMPEROR,0.1723439395427703,0.1309624463319778,0.101081445813179,male
359,IMPIANTISTA,PLANT INSTALLER,0.037977211177349,0.0325050801038742,0.040867906063795,neutral
360,IMPIEGATA,EMPLOYEE,0.2162465900182724,0.1939892917871475,0.104438841342926,male
361,IMPIEGATO,EMPLOYEE,0.2162465900182724,0.1939892917871475,0.104438841342926,male
362,IMPRENDITORE,ENTREPRENEUR,0.1941713541746139,0.1658061742782592,0.0165680609643459,male
363,IMPRENDITRICE,ENTREPRENEUR,0.1941713541746139,0.1658061742782592,0.0165680609643459,male
364,IMPROVVISATORE,IMPROVISER,0.1790405511856079,0.1934851706027984,0.1199478432536125,female
365,IN BICILETTA,BY BIKE,0.0175326820462942,0.0242855697870254,0.1601855754852295,neutral
366,IN CASA,IN HOME,0.0818411037325859,0.0755149647593498,0.1479634195566177,neutral
367,IN CUCINA,IN THE KITCHEN,0.0828011110424995,0.0755522027611732,0.1402572691440582,neutral
368,IN MATEMATICA,IN MATHEMATICS,0.0753054991364479,0.0695697963237762,0.1097762957215309,neutral
369,IN TUTTO,IN EVERYTHING,0.0907665938138961,0.0787351578474044,0.1494053900241851,neutral
370,INCLASSIFICABILE,UNCLASSIFIABLE,0.1349450647830963,0.1348963528871536,0.1169272437691688,male
371,INDIVIDUO,INDIVIDUAL,0.2343250811100006,0.203331634402275,0.1697161048650741,male
372,INDOLENTE,INDOLENT,0.0689210146665573,0.0794942826032638,0.1479923278093338,neutral
373,INESISTENTE,INEXISTENT,0.1707795262336731,0.1797694414854049,0.1826749294996261,neutral
374,INETTO,INEPT,0.0497105456888675,0.0614035725593566,0.1281118839979171,neutral
375,INFERMIERA,MALE NURSE,0.4260134398937225,0.3740162849426269,0.1244299486279487,male
376,INFERMIERE,MALE NURSE,0.4260134398937225,0.3740162849426269,0.1244299486279487,male
377,INFLUENZARE IL PENSIERO DEL GRUPP,INFLUENCE THE THINKING OF THE GROUP,-0.0423898883163929,-0.0497161485254764,0.0878045260906219,neutral
378,INFORMATICA,COMPUTER SCIENTIST,0.1028152629733085,0.0851669386029243,0.0885946974158287,male
379,INFORMATICO,COMPUTER SCIENTIST,0.1028152629733085,0.0851669386029243,0.0885946974158287,male
380,INGEGNERE,ENGINEER,0.0989922955632209,0.0807300955057144,0.0689819604158401,male
381,INQUILINA,TENANT,0.1748062372207641,0.1495199203491211,0.1135951280593872,male
382,INQUILINO,TENANT,0.1748062372207641,0.1495199203491211,0.1135951280593872,male
383,INSEGNANTE,TEACHER,0.1262241154909134,0.1255853772163391,0.0338379777967929,male
384,INSEGNANTE DI YOGA,YOGA TEACHER,0.0697979182004928,0.0829401463270187,0.0223309993743896,female
385,INSEGNARE,TO TEACH,0.0673883333802223,0.0630791932344436,0.0509205125272274,male
386,INSTALLATORE,INSTALLER,0.1476690173149109,0.1269881725311279,0.0848459750413894,male
387,INSTALLATRICE,INSTALLER,0.1476690173149109,0.1269881725311279,0.0848459750413894,male
388,INTELLIGENTE,INTELLIGENT,0.1502915471792221,0.1449897140264511,0.158957302570343,neutral
389,INTENDITORE,CONNOISSEUR,0.1022024974226951,0.1017005294561386,0.0848262310028076,male
390,INTERLOCUTORE,INTERLOCUTOR,0.130107581615448,0.1132552549242973,0.0239145010709762,male
391,INTERPRETE,INTERPRETER,0.0932499319314956,0.1130939051508903,0.0442028380930423,female
392,INTERPRETE DELLA PARITà DI GENERE,INTERPRETER OF GENDER EQUALITY,0.2002737671136856,0.2262402027845382,0.0948788374662399,female
393,INTRATTENITORE,ENTERTAINER,0.2038597166538238,0.1961469054222107,0.0499393343925476,male
394,INVENTORE,INVENTOR,0.1335998475551605,0.0909625589847564,0.0492052845656871,male
395,ISTRUTTORE,INSTRUCTOR,0.1276743113994598,0.128029003739357,0.0484383851289749,female
396,JUVENTINA,JUVENTINO,0.193430945277214,0.1540165543556213,0.1341487765312194,male
397,JUVENTINO,JUVENTINO,0.193430945277214,0.1540165543556213,0.1341487765312194,male
398,LAMENTARSI,TO COMPLAIN,0.0555057078599929,0.0631289780139923,0.0992119237780571,neutral
399,LAVANDAIA,LAUNDRYMAN,0.1691851615905761,0.1287776976823806,0.1547193378210067,male
400,LAVANDAIO,LAUNDRYMAN,0.1691851615905761,0.1287776976823806,0.1547193378210067,male
401,LAVATIVO,WASHING,0.0765184164047241,0.0799426212906837,0.0918708145618438,neutral
402,LAVORARE,TO WORK,0.073800154030323,0.0793823897838592,0.0812165662646293,neutral
403,LAVORATORE,WORKER,0.197649747133255,0.1789796203374862,0.0975998267531395,male
404,LAVORATORE AUTONOMO,SELF EMPLOYED,0.1237499713897705,0.1108282133936882,0.0953811407089233,male
405,LAVORATORE DOMESTICO,DOMESTIC WORKER,0.2172412872314453,0.2211335450410843,0.1425452828407287,female
406,LAVORATRICE,WORKER,0.197649747133255,0.1789796203374862,0.0975998267531395,male
407,LAVORATRICE AUTONOMA,SELF EMPLOYED,0.1237499713897705,0.1108282133936882,0.0953811407089233,male
408,LAVORATRICE MADRE,WORKING MOTHER,0.0375989265739917,0.0444549769163131,0.0736027956008911,neutral
409,LAVORATRICE PROFESSIONISTA IN REMOTO,PROFESSIONAL REMOTE WORKER,0.1829612851142883,0.1746537536382675,0.143774002790451,male
410,LAVORATRICE SMARTWORKING,SMARTWORKING WORKER,0.1476072669029235,0.1392119824886322,0.1168517172336578,male
411,LAVORI DOMESTICI,HOUSEWORKS,0.0673069059848785,0.0761219039559364,0.0513017885386943,female
412,LECCACULO,ASS-GUCK,0.1867410689592361,0.1875663548707962,0.1165832877159118,female
413,LEGGERE,TO READ,0.0150337172672152,0.026245754212141,0.0635596364736557,neutral
414,LETTORE,READER,0.1100937277078628,0.1090173050761222,0.0378048419952392,male
415,LETTRICE,READER,0.1100937277078628,0.1090173050761222,0.0378048419952392,male
416,LEVIGARE,SMOOTH,-0.0148841701447963,-0.0120143899694085,0.0886213332414627,neutral
417,LIBERA PROFESSIONISTA,FREELANCE,0.1495048999786377,0.1574365496635437,0.0299082919955253,female
418,MACCHINISTA,MACHINIST,0.224745437502861,0.1936844885349273,0.1356150209903717,male
419,MACELLAIO,BUTCHER,0.1855404675006866,0.1637276709079742,0.0001927279081428,male
420,MADRE,MOTHER,0.0964149609208107,0.1407201886177063,0.0786960572004318,female
421,MAESTRA,MASTER,0.1383340805768966,0.1034488603472709,0.0269061140716075,male
422,MAESTRO,MASTER,0.1383340805768966,0.1034488603472709,0.0269061140716075,male
423,MAESTRO DI SCI,SKI INSTRUCTOR,0.0962543413043022,0.094700314104557,0.0503013655543327,male
424,MAGGIORDOMO,BUTLER,0.1598346084356308,0.1221729591488838,0.1007055342197418,male
425,MAMMA,MOM,0.1154184788465499,0.1443424075841903,0.030206436291337,female
426,MANAGER,MANAGER,0.1643504798412323,0.1533363163471222,0.0740013048052787,male
427,MANAGER DELLA CASA,HOUSE MANAGER,0.1095996722579002,0.1079310551285743,0.0920004919171333,male
428,MANGIARE,TO EAT,0.0545986667275428,0.0494445040822029,0.0547751374542713,neutral
429,MANGIATORE DI PASTICCINI,PASTRY EATER,0.1020253598690033,0.0883202329277992,0.048619445413351,male
430,MANGIONE,GLUTTON,0.2287370860576629,0.2152188271284103,0.0594799555838108,male
431,MANOVALE,LABOR WORKER,0.0506697259843349,0.0481171570718288,0.0615969747304916,neutral
432,MANUTENTORE,MAINTAINER,0.1576016992330551,0.153552770614624,0.0954540148377418,male
433,MANUTENTRICE,MAINTAINER,0.1576016992330551,0.153552770614624,0.0954540148377418,male
434,MARINAIO,SAILOR MAN,0.2858257591724396,0.2518118321895599,0.11402527987957,male
435,MARITO,HUSBAND,0.231270745396614,0.1902295798063278,0.1423734277486801,male
436,MASSAGGIATORE,MASSAGE THERAPIST,0.065672367811203,0.0756123661994934,0.0174288433045148,female
437,MASSAGGIATRICE,MASSAGE THERAPIST,0.065672367811203,0.0756123661994934,0.0174288433045148,female
438,MASSAIA,MASSAGER,0.1412344276905059,0.1537457406520843,-0.0014077331870794,female
439,MASSAIO,MASSAGER,0.1412344276905059,0.1537457406520843,-0.0014077331870794,female
440,MATEMATICO,MATHEMATICAL,0.1092611998319625,0.1034373193979263,0.0309887286275625,male
441,MECCANICA,MECHANIC,0.1550424844026565,0.1466454118490219,0.0539859384298324,male
442,MECCANICO,MECHANIC,0.1550424844026565,0.1466454118490219,0.0539859384298324,male
443,MEDIATRICE,MEDIATOR,0.0653220489621162,0.0644318684935569,0.1402617245912552,neutral
444,MEDICO,DOCTOR,0.0663365051150322,0.0623389780521392,0.0532473102211952,male
445,MEDICO DI BASE,BASIC DOCTOR,0.0759537741541862,0.0715583711862564,0.0910769775509834,neutral
446,MENEFREGHISTA,CARELESS,0.0074370033107697,0.0095290262252092,0.0682152360677719,neutral
447,MERETRICE,MERENTOR,0.2077263742685318,0.1903512179851532,0.1612606793642044,male
448,MIGNOTTA,BITCH,0.1443914473056793,0.1784738004207611,0.0499463342130184,female
449,MILITARE,MILITARY,0.1050579920411109,0.0716326907277107,0.1393905878067016,neutral
450,MINISTRA,MINISTER,0.0652301311492919,0.068069152534008,0.0538983903825283,female
451,MOGLIE,WIFE,0.2011303454637527,0.2526187896728515,0.1088031083345413,female
452,MOGLIETTINA,WIFE,0.2011303454637527,0.2526187896728515,0.1088031083345413,female
453,MONTARE,SET UP,0.0510943308472633,0.06128890812397,0.0534969866275787,female
454,MOTOCICLISTA,MOTORCYCLIST,0.2040455192327499,0.198221743106842,0.1537690311670303,male
455,MULTITASKING,MULTITASKING,0.0687146112322807,0.1023140400648117,0.0840202867984771,female
456,MURATORE,MASON,0.0882460325956344,0.0548769272863864,0.0717807188630104,male
457,MUSICISTA,MUSICIAN,0.1418230533599853,0.1628287434577942,0.0135835651308298,female
458,NARCISO,NARCISSUS,0.1813983619213104,0.1856964081525802,0.0790509209036827,female
459,NARRATORE,NARRATOR,0.1485897302627563,0.1301132589578628,-0.0202518217265605,male
460,NAVIGATRICE,NAVIGATOR,0.070206306874752,0.06077516451478,0.0280589424073696,male
461,NEGOZIANTE,RETAILER,0.1499087512493133,0.1526850312948227,0.0825387984514236,female
462,NEI CALCOLI,IN THE CALCULATIONS,0.0506906509399414,0.0437285602092742,0.0995212122797966,neutral
463,NEI LAVORI DI CASA,IN HOUSE WORK,0.10562065243721,0.1010922640562057,0.1391774713993072,neutral
464,NEL BRICOLAGE,IN THE DIY,0.0990608856081962,0.0868101716041565,0.1404261291027069,neutral
465,NEL DISEGNO,IN THE DRAWING,0.0867876335978508,0.0844779387116432,0.1360940635204315,neutral
466,NEL FAI DA TE,IN THE DIY,0.0990608856081962,0.0868101716041565,0.1404261291027069,neutral
467,NEL LAVORO,AT WORK,0.0808712020516395,0.0887116491794586,0.0952050164341926,neutral
468,NELLA ESECUZIONE,IN THE EXECUTION,0.0542075261473655,0.0468409061431884,0.0968390107154846,neutral
469,NELLA GESTIONE,IN THE MANAGEMENT,0.0520704612135887,0.0287113059312105,0.1079333871603012,neutral
470,NELLE FACCENDE DI CASA,IN THE HOUSE CHOICES,0.1270723342895507,0.1247566640377044,0.1500142067670822,neutral
471,NELLE FACCENDE DOMESTICHE,IN THE HOUSEHOLD WORK,0.1190202459692955,0.1109406873583793,0.144346535205841,neutral
472,NELLE MANUTENZIONI,IN MAINTENANCE,0.0626220926642417,0.0564202740788459,0.1491634994745254,neutral
473,NELLO SPORT,IN SPORTS,0.1452519297599792,0.1390392035245895,0.1368360221385955,male
474,NETTURBINO,DUSTMAN,0.1576883196830749,0.1208797320723533,0.1291818916797638,male
475,NEUROLOGA,NEUROLOGIST,0.1023797392845153,0.0916753783822059,0.1017179638147354,male
476,NIPOTE,GRANDSON,0.3681619763374328,0.2949667274951935,0.1445505917072296,male
477,NIPOTINO,NEPHEW,0.1926837414503097,0.1653599292039871,0.0728997811675071,male
478,NONNA,NOT NO,0.0323719233274459,0.0133608719334006,0.3122284412384033,neutral
479,NONNO,NOT NO,0.0323719233274459,0.0133608719334006,0.3122284412384033,neutral
480,NOTAIO,NOTARY,0.0970472171902656,0.0974380746483802,0.0565291903913021,female
481,NULLAFACENTE,NOTHING,0.0306513495743274,0.0265264473855495,0.3347324728965759,neutral
482,NUOTARE,TO SWIM,0.0978549197316169,0.101690761744976,0.0661571472883224,female
483,NUOTATORE,SWIMMER,0.1687966585159301,0.1632587164640426,0.0179696399718523,male
484,NUOTATRICE,SWIMMER,0.1687966585159301,0.1632587164640426,0.0179696399718523,male
485,OMETTO,OMIT,-0.0149816945195198,-0.0137523468583822,0.1159509718418121,neutral
486,OMINO,little man,0.143227607011795,0.0887817963957786,0.0960859656333923,male
487,OPERAIA,WORKER,0.197649747133255,0.1789796203374862,0.0975998267531395,male
488,OPERAIO,WORKER,0.197649747133255,0.1789796203374862,0.0975998267531395,male
489,OPERATORE,OPERATOR,0.1606057584285736,0.1471685618162155,0.0696215033531189,male
490,OPERATORE A COMPUTER,COMPUTER OPERATOR,0.1140143200755119,0.0954878106713295,0.0748387724161148,male
491,OPERATORE DI GRU,CRANE OPERATOR,0.1151278987526893,0.1030568107962608,-0.0088963704183697,male
492,OPERATORE ECOLOGICO,ECOLOGICAL OPERATOR,0.1213183552026748,0.1066205501556396,0.0668422952294349,male
493,OPERATORE INFORMATICO,COMPUTER OPERATOR,0.1140143200755119,0.0954878106713295,0.0748387724161148,male
494,OPERATRICE,OPERATOR,0.1606057584285736,0.1471685618162155,0.0696215033531189,male
495,OPPORTUNISTA,OPPORTUNIST,0.0973694920539856,0.0937893018126487,0.0254657361656427,male
496,ORATORE,SPEAKER,0.1274619698524475,0.1088133454322815,0.0300789922475814,male
497,ORATRICE,SPEAKER,0.1274619698524475,0.1088133454322815,0.0300789922475814,male
498,ORDINARE IN CASA,ORDER AT HOME,-0.0447507761418819,-0.0472657270729541,0.0092568891122937,neutral
499,ORGANIZZARE,ORGANIZE,-0.0191745366901159,-0.029292743653059,0.0412848144769668,neutral
500,ORGANIZZARE FESTE,ORGANIZE PARTIES,-0.001778173376806,-0.0119152246043086,0.0660028681159019,neutral
501,ORGANIZZARE RIUNIONI,ORGANIZE MEETINGS,-0.0277868323028087,-0.0368074551224708,0.034990981221199,neutral
502,ORGANIZZATORE,MANAGER,0.1643504798412323,0.1533363163471222,0.0740013048052787,male
503,ORGANIZZATRICE,MANAGER,0.1643504798412323,0.1533363163471222,0.0740013048052787,male
504,OSPITE,GUEST,0.14207424223423,0.1196205914020538,0.0707889720797538,male
505,OSSERVATORE,OBSERVER,0.1342516243457794,0.126436173915863,0.1001971885561943,male
506,OSTETRICA,OBSTETRICIAN,0.1268400102853775,0.1376471370458603,0.0560472719371318,female
507,OSTETRICO,OBSTETRICIAN,0.1268400102853775,0.1376471370458603,0.0560472719371318,female
508,PADRE,FATHER,0.1274860501289367,0.0537603162229061,0.0026625089813023,male
509,PADRE DI FAMIGLIA,FATHER OF THE FAMILY,0.1274860501289367,0.0537603162229061,0.0026625089813023,male
510,PADRONA,MASTER,0.1383340805768966,0.1034488603472709,0.0269061140716075,male
511,PADRONA DI CASA,HOUSEHOLDER,0.3021718561649322,0.2786887884140014,0.2530484199523926,male
512,PADRONE,MASTER,0.1383340805768966,0.1034488603472709,0.0269061140716075,male
513,PADRONE DI CASA,HOUSEHOLDER,0.3021718561649322,0.2786887884140014,0.2530484199523926,male
514,PALLAVOLISTA,VOLLEYBALL PLAYER,0.2111880034208297,0.2023960202932357,0.0704218447208404,male
515,PANETTIERE,BAKER,0.2025205641984939,0.1814106404781341,0.1056938618421554,male
516,PAPA',Pope,0.1540574431419372,0.1025497168302536,0.0677936524152755,male
517,PAPPONE,PIMP,0.1658309549093246,0.1605812162160873,0.0797258988022804,male
518,PARACULO,PARACULO,0.1709149628877639,0.1797704845666885,0.1251417845487594,female
519,PARLARE,SPEAK,0.0210593193769454,0.0117291398346424,0.0295627880841493,neutral
520,PARLATORE,TALKER,0.1439463049173355,0.1258721947669983,0.0109673487022519,male
521,PARRUCCHIERA,HAIR SALON,0.0962890535593032,0.0940895155072212,0.0599272288382053,male
522,PARRUCCHIERE,HAIR SALON,0.0962890535593032,0.0940895155072212,0.0599272288382053,male
523,PARTNER,PARTNER,0.1785488724708557,0.1798216551542282,0.1504460424184799,female
524,PASTICCERA,PASTRY CHEF,0.0749266520142555,0.0725075826048851,0.0214730538427829,male
525,PASTICCERE,PASTRY CHEF,0.0749266520142555,0.0725075826048851,0.0214730538427829,male
526,PASTICCIONE,BUDDLED,0.2223465889692306,0.2113495022058487,0.1685821115970611,male
527,PASTORE,SHEPHERD,0.1129277050495147,0.1025286614894867,0.027060143649578,male
528,PATATONE,POTATO,0.0504294000566005,0.0493786111474037,0.024170808494091,male
529,PATTINATRICE,SKATER,0.1593354940414428,0.1412863880395889,0.1013664081692695,male
530,PEDIATRA,PEDIATRICIAN,0.1650654077529907,0.1487060040235519,0.0768881067633628,male
531,PEDICURE,PEDICURE,0.0940011590719223,0.127411812543869,0.0710549801588058,female
532,PELANDRONE,PELANDRONE,0.1623211801052093,0.149307906627655,0.1686479300260543,neutral
533,PENSATORE,THINKER,0.1346144378185272,0.1183673217892646,0.1177726238965988,male
534,PERDIGIORNO,WASTER,0.1274991035461425,0.1068909987807273,0.099907599389553,male
535,PERSONA,PERSON,0.3433202505111694,0.3026967942714691,0.1684059798717498,male
536,PERSONAGGIO,CHARACTER,0.1783457100391388,0.1706869006156921,0.0544816367328166,male
537,PESCATORE,FISHERMAN,0.223851591348648,0.2036763429641723,0.0609996505081653,male
538,PIANIFICARE,TO PLAN,0.0127723896875977,-0.01300108153373,0.0073065999895334,male
539,PIANISTA,PIANIST,0.2602152228355407,0.2475611716508865,0.1316205561161041,male
540,PIGRONE,LAZY,0.1034364476799964,0.0905732661485672,0.1349678933620453,neutral
541,PILOTA,PILOT,0.1255694478750229,0.1100262627005577,0.0708542913198471,male
542,PILOTA DI MOTO,MOTORBIKE PILOT,0.1017960980534553,0.0883021876215934,0.0875545144081115,male
543,PIRLA,PIRLA,0.2291823327541351,0.2592874467372894,0.148128479719162,female
544,PIRLONE,PYRLONE,0.1778442561626434,0.1713231950998306,0.1733394116163253,male
545,PISCHELLO,PISCHELLO,0.1748430579900741,0.1486009955406189,0.0934504494071006,male
546,PITTORE,PAINTER,0.1707452535629272,0.1682623624801635,0.0803398936986923,male
547,PITTRICE,PAINTER,0.1707452535629272,0.1682623624801635,0.0803398936986923,male
548,PIZZAIOLO,PIZZA MAKER,0.1089604049921035,0.0729163065552711,0.0532421320676803,male
549,POETA,POET,0.1104520112276077,0.0934733524918556,0.0142430951818823,male
550,POKERISTA,POKER PLAYER,0.1545458436012268,0.1501382142305374,0.0774862617254257,male
551,POLIEDRICA,VERSATILE,0.0564414262771606,0.1093797385692596,0.0448467805981636,female
552,POLITICA,POLICY,0.0575005710124969,0.0477986373007297,0.1614895761013031,neutral
553,POLITOLOGO,POLITICAL EXPERT,0.1224192902445793,0.1182331070303917,0.1716841161251068,neutral
554,POLIZIOTTA,POLICEMAN,0.1002019867300987,0.0660640001296997,0.0867801681160926,male
555,POLIZIOTTO,POLICEMAN,0.1002019867300987,0.0660640001296997,0.0867801681160926,male
556,POMPIERA,FIREMAN,0.1269853860139846,0.1023864150047302,0.0547957271337509,male
557,POMPIERE,FIREMAN,0.1269853860139846,0.1023864150047302,0.0547957271337509,male
558,POMPINARA,BLOWJOB,0.1789392232894897,0.146840751171112,0.0140117295086383,male
559,PORNODIVO,PORNSTAR,0.2985047399997711,0.3419671058654785,0.0604769773781299,female
560,POSATORE,INSTALLER,0.1476690173149109,0.1269881725311279,0.0848459750413894,male
561,POSTINA,DELIVERY MAN,0.1017099097371101,0.0960699692368507,0.0843178778886795,male
562,POSTINO,DELIVERY MAN,0.1017099097371101,0.0960699692368507,0.0843178778886795,male
563,PRECISO,ACCURATE,-0.021933177486062,-0.0253143850713968,0.0437809973955154,neutral
564,PRENDERSI CURA DI Sè E DI CARLA,TAKE CARE OF YOURSELF AND OF CARLA,0.0249006357043981,0.0498177148401737,0.0358504392206668,female
565,PREPARARE I DOLCI,PREPARE SWEETS,-0.0276653282344341,-0.0194035321474075,0.0231042858213186,neutral
566,PREPARARE LA COLAZIONE,PREPARE BREAKFAST,-0.0276653282344341,-0.0194035321474075,0.0231042858213186,neutral
567,PRESENTATORE,ANNOUNCER,0.1321894526481628,0.1306736916303634,0.0545093305408954,male
568,PRESENTATRICE,ANNOUNCER,0.1321894526481628,0.1306736916303634,0.0545093305408954,male
569,PRESIDENTE,PRESIDENT,0.1057829558849334,0.1050490215420723,0.0635625198483467,male
570,PRESIDENTE DEL CONSIGLIO,PRIME MINISTER,0.0544930696487426,0.0281625445932149,0.0620507299900054,neutral
571,PRESTIDIGITATORE,PRESTIDIGITATOR,0.1089935079216957,0.1097479090094566,0.0079280650243163,female
