,ita,list_of_words,MAN,WOMAN,PERSON,associated_word
287,FARMI SENTIRE BENE,MAKE ME FEEL GOOD,0.0026661886367946,0.074773371219635,0.0960261076688766,person
288,FATTORINO,DELIVERY MAN,0.0528381392359733,0.1074385493993759,0.1148997396230697,person
289,FESSO,FOOL,0.0564463660120964,0.0885737687349319,0.1378990262746811,person
290,FIDANZATA,FIANCÉ,0.1337054967880249,0.2972950637340545,0.2202074974775314,woman
291,FIDANZATO,FIANCÉ,0.1337054967880249,0.2972950637340545,0.2202074974775314,woman
292,FIGA,SOUNDS COOL,-0.0088997660204768,0.0813794508576393,0.0476047322154045,woman
293,FIGLIA,SON,0.0291462540626525,0.1531991213560104,0.1616075187921524,person
294,FIGLIO,SON,0.0291462540626525,0.1531991213560104,0.1616075187921524,person
295,FIGLIOLA,SON,0.0291462540626525,0.1531991213560104,0.1616075187921524,person
296,FIGLIOLO,SON,0.0291462540626525,0.1531991213560104,0.1616075187921524,person
297,FIGO,SOUNDS COOL,-0.0088997660204768,0.0813794508576393,0.0476047322154045,woman
298,FIORAIA,FLOWER SHOP,-0.0214850604534149,0.0858465731143951,0.0369369871914386,woman
299,FIORAIO,FLOWER SHOP,-0.0214850604534149,0.0858465731143951,0.0369369871914386,woman
300,FISIATRA,PHYSIATRIC,0.0455173403024673,0.15115787088871,0.113808549940586,woman
301,FORNAIO,BAKER,0.0173901934176683,0.1176451966166496,0.2224779725074768,person
302,FOTOGRAFA,I PHOTOGRAPH,0.0572798773646354,0.1072447821497917,0.1120975539088249,person
303,FOTOGRAFO,I PHOTOGRAPH,0.0572798773646354,0.1072447821497917,0.1120975539088249,person
304,FRATELLO,BROTHER,0.1064185351133346,0.0841613858938217,0.1428753137588501,person
305,FREELANCE,FREELANCE,-0.027607811614871,0.0894743129611015,0.1221841946244239,person
306,FRUTTIVENDOLA,GREENGROCER,0.0641437172889709,0.0793351754546165,0.1419353932142257,person
307,FRUTTIVENDOLO,GREENGROCER,0.0641437172889709,0.0793351754546165,0.1419353932142257,person
308,FUMETTISTA,CARTOONIST,0.1061051338911056,0.2006637156009674,0.2923164665699005,person
309,FUNZIONARIO,OFFICER,0.0096090426668524,0.1050372123718261,0.1868322491645813,person
310,FURBO,CUNNING,0.0077331867069005,0.1013726666569709,0.0631773993372917,woman
311,GELATAIA,ICE CREAM MAN,0.0253313593566417,0.0480011478066444,0.0332339107990264,woman
312,GELATAIO,ICE CREAM MAN,0.0253313593566417,0.0480011478066444,0.0332339107990264,woman
313,GENERO,SON IN LAW,0.0062729329802095,0.1132146418094635,0.1295840591192245,person
314,GENEROSA,GENEROUS,-0.014013210311532,0.1093065291643142,0.1886613667011261,person
315,GENEROSO,GENEROUS,-0.014013210311532,0.1093065291643142,0.1886613667011261,person
316,GENITORE,PARENT,-0.0113046877086162,0.0932926386594772,0.114966407418251,person
317,GENTILUOMO,GENTLEMAN,0.1503918766975402,0.1658567637205124,0.1704168766736984,person
318,GENTLEMEN,GENTLEMAN,0.1503918766975402,0.1658567637205124,0.1704168766736984,person
319,GEOLOGO,GEOLOGIST,-0.0163893699645996,0.093115359544754,0.1224620044231414,person
320,GEOMETRA,SURVEYOR,-0.010689047165215,0.0959836095571518,0.1741711497306823,person
321,GESTIRE LAVORO E FAMIGLIA,MANAGING WORK AND FAMILY,0.031511690467596,0.081661619246006,0.0841514021158218,person
322,GESTIRE LE SITUAZIONI,MANAGING SITUATIONS,0.0218061935156583,0.0617380179464817,0.0764093622565269,person
323,GIARDINIERA,GARDENER,0.0568363517522811,0.1200599074363708,0.1902178972959518,person
324,GIARDINIERE,GARDENER,0.0568363517522811,0.1200599074363708,0.1902178972959518,person
325,GINECOLOGA,GYNECOLOGIST,0.0668340623378753,0.2254875153303146,0.1374127864837646,woman
326,GINECOLOGO,GYNECOLOGIST,0.0668340623378753,0.2254875153303146,0.1374127864837646,woman
327,GIOCARE,TO PLAY,-0.03441147133708,0.0646270737051963,0.1272465139627456,person
328,GIOCARE A TENNIS,PLAY TENNIS,-0.0433386676013469,0.0521523617208004,0.0789384841918945,person
329,GIOCATORE,PLAYER,0.0696235597133636,0.1618286967277526,0.2672567963600158,person
330,GIOCATORE DI TENNIS,PLAY TENNIS,-0.0433386676013469,0.0521523617208004,0.0789384841918945,person
331,GIOCATRICE,PLAYER,0.0696235597133636,0.1618286967277526,0.2672567963600158,person
332,GIOCATRICE DI GOLF,GOLF PLAYER,0.069456972181797,0.1282462030649185,0.1792269647121429,person
333,GIOCHERELLONA,PLAYFUL,-0.017208494246006,0.1047131046652793,0.185037150979042,person
334,GIOCOLIERE,JUGGLER,0.0925074517726898,0.1503358781337738,0.2352410554885864,person
335,GIORNALISTA,JOURNALIST,-0.0381063558161258,0.0815214067697525,0.1652087867259979,person
336,GIOVANE,YOUNG,0.0122512066736817,0.0990562438964843,0.1707561761140823,person
337,GIOVANOTTO,YOUNG MAN,0.0122512066736817,0.0990562438964843,0.1707561761140823,person
338,GIOVINE,YOUNG,0.0122512066736817,0.0990562438964843,0.1707561761140823,person
339,GIUDICE,JUDGE,-0.0111236497759819,0.0950542241334915,0.1666642725467682,person
340,GOMMISTA,TIRE SHOP,0.0302102584391832,0.044501356780529,0.0426446534693241,woman
341,GRAFICO,GRAPHIC,-0.0045121172443032,0.0909617617726326,0.0473284646868705,woman
342,GRUISTA,CRANE OPERATOR,0.049677737057209,0.1145884171128273,0.1939328908920288,person
343,GUADAGNARE,TO GAIN,0.0050048888660967,0.0380730405449867,0.091409832239151,person
344,GUAGLIONA,GUAGLION,0.1991406381130218,0.2044149190187454,0.1802993863821029,woman
345,GUAGLIONE,GUAGLION,0.1991406381130218,0.2044149190187454,0.1802993863821029,woman
346,GUASCONE,Gascon,0.1545945405960083,0.0632366091012954,0.054177638143301,man
347,GUIDA TURISTICA,TOURIST GUIDE,0.0181659441441297,0.0591019764542579,0.172834575176239,person
348,GUIDARE,TO DRIVE,-0.0011685788631439,0.0699679255485534,0.1261120587587356,person
349,GUIDATORE,DRIVER,0.0601748712360858,0.1127674207091331,0.1937839835882187,person
350,GUIDATRICE,DRIVER,0.0601748712360858,0.1127674207091331,0.1937839835882187,person
351,HANDYMAN,HANDYMAN,0.1788019090890884,0.1399963796138763,0.1763622611761093,man
352,IDRAULICA,PLUMBER,0.0876540392637252,0.1444995403289795,0.1937453150749206,person
353,IDRAULICO,PLUMBER,0.0876540392637252,0.1444995403289795,0.1937453150749206,person
354,ILLUSTRATRICE,ILLUSTRATOR,0.0321147814393043,0.1449775695800781,0.2016357630491256,person
355,IMBIANCHINO,PAINTER,0.0590242035686969,0.1319291740655899,0.1912503540515899,person
356,IMITATORE,IMITATOR,-0.0108985286206007,0.0474027097225189,0.2839745283126831,person
357,IMPEGNATA,ENGAGED,-0.0317727252840995,0.0361788123846054,0.0943410173058509,person
358,IMPERATORE,EMPEROR,0.0505599156022071,0.1070101335644722,0.1741465777158737,person
359,IMPIANTISTA,PLANT INSTALLER,-0.0134222330525517,0.0083776479586958,0.0557659454643726,person
360,IMPIEGATA,EMPLOYEE,0.0513284988701343,0.1480045318603515,0.2176912873983383,person
361,IMPIEGATO,EMPLOYEE,0.0513284988701343,0.1480045318603515,0.2176912873983383,person
362,IMPRENDITORE,ENTREPRENEUR,0.0206234455108642,0.1572375744581222,0.2691695094108581,person
363,IMPRENDITRICE,ENTREPRENEUR,0.0206234455108642,0.1572375744581222,0.2691695094108581,person
364,IMPROVVISATORE,IMPROVISER,0.1761270761489868,0.1639309376478195,0.2270721197128296,person
365,IN BICILETTA,BY BIKE,-0.0165703445672988,0.040746234357357,0.0430055521428585,person
366,IN CASA,IN HOME,0.051314640790224,0.0973542928695678,0.1224514544010162,person
367,IN CUCINA,IN THE KITCHEN,0.0998194739222526,0.1028736308217048,0.099867358803749,woman
368,IN MATEMATICA,IN MATHEMATICS,0.0645457953214645,0.0818904116749763,0.0927281901240348,person
369,IN TUTTO,IN EVERYTHING,0.0941442251205444,0.0899827927350997,0.1145548224449157,person
370,INCLASSIFICABILE,UNCLASSIFIABLE,0.0308527890592813,0.0678341388702392,0.0500987619161605,woman
371,INDIVIDUO,INDIVIDUAL,0.0659084767103195,0.143856480717659,0.3216739892959595,person
372,INDOLENTE,INDOLENT,-0.0506960041821002,0.0599939487874507,0.0892004370689392,person
373,INESISTENTE,INEXISTENT,0.1633994728326797,0.2066735178232193,0.1587514877319336,woman
374,INETTO,INEPT,-0.0137754501774907,0.0913520231842994,0.1195850446820259,person
375,INFERMIERA,MALE NURSE,0.1580331325531005,0.2832237780094147,0.1751130670309066,woman
376,INFERMIERE,MALE NURSE,0.1580331325531005,0.2832237780094147,0.1751130670309066,woman
377,INFLUENZARE IL PENSIERO DEL GRUPP,INFLUENCE THE THINKING OF THE GROUP,-0.021497318521142,-0.0141661269590258,0.0675219073891639,person
378,INFORMATICA,COMPUTER SCIENTIST,0.0051802215166389,0.1070902794599533,0.1162134185433387,person
379,INFORMATICO,COMPUTER SCIENTIST,0.0051802215166389,0.1070902794599533,0.1162134185433387,person
380,INGEGNERE,ENGINEER,-0.0091642793267965,0.0968379378318786,0.1442058384418487,person
381,INQUILINA,TENANT,0.0010932795703411,0.1002826765179634,0.179283931851387,person
382,INQUILINO,TENANT,0.0010932795703411,0.1002826765179634,0.179283931851387,person
383,INSEGNANTE,TEACHER,-0.0113374656066298,0.1261634230613708,0.1999184489250183,person
384,INSEGNANTE DI YOGA,YOGA TEACHER,-0.00093583954731,0.1035647392272949,0.146418422460556,person
385,INSEGNARE,TO TEACH,0.0104782041162252,0.0742600858211517,0.2083549052476883,person
386,INSTALLATORE,INSTALLER,0.1048251166939735,0.1073460355401039,0.0985578596591949,woman
387,INSTALLATRICE,INSTALLER,0.1048251166939735,0.1073460355401039,0.0985578596591949,woman
388,INTELLIGENTE,INTELLIGENT,0.0144946174696087,0.164547711610794,0.1767939180135727,person
389,INTENDITORE,CONNOISSEUR,0.0175673980265855,0.0892876610159874,0.1403474956750869,person
390,INTERLOCUTORE,INTERLOCUTOR,0.0718468204140663,0.0984903946518898,0.2508173882961273,person
391,INTERPRETE,INTERPRETER,-0.0170612707734107,0.1057800948619842,0.207396775484085,person
392,INTERPRETE DELLA PARITà DI GENERE,INTERPRETER OF GENDER EQUALITY,0.0057623055763542,0.1888627558946609,0.2013106197118759,person
393,INTRATTENITORE,ENTERTAINER,0.0412229150533676,0.1755588799715042,0.2715312242507934,person
394,INVENTORE,INVENTOR,0.0081144124269485,0.1108280569314956,0.2290881127119064,person
395,ISTRUTTORE,INSTRUCTOR,-0.0266738012433052,0.1143734231591224,0.1688586175441742,person
396,JUVENTINA,JUVENTINO,0.121312215924263,0.1289536505937576,0.1727321147918701,person
397,JUVENTINO,JUVENTINO,0.121312215924263,0.1289536505937576,0.1727321147918701,person
398,LAMENTARSI,TO COMPLAIN,0.0150332944467663,0.0763359144330024,0.0830541774630546,person
399,LAVANDAIA,LAUNDRYMAN,0.1092665046453476,0.1323676854372024,0.1707551032304763,person
400,LAVANDAIO,LAUNDRYMAN,0.1092665046453476,0.1323676854372024,0.1707551032304763,person
401,LAVATIVO,WASHING,-0.0182779822498559,0.1016273349523544,0.1161545366048812,person
402,LAVORARE,TO WORK,-0.0250888932496309,0.0746520906686782,0.1514893621206283,person
403,LAVORATORE,WORKER,0.0723586753010749,0.1492487490177154,0.2047394812107086,person
404,LAVORATORE AUTONOMO,SELF EMPLOYED,0.0309744197875261,0.1085954308509826,0.1873796135187149,person
405,LAVORATORE DOMESTICO,DOMESTIC WORKER,0.0618718080222606,0.1669433712959289,0.1621129214763641,woman
406,LAVORATRICE,WORKER,0.0723586753010749,0.1492487490177154,0.2047394812107086,person
407,LAVORATRICE AUTONOMA,SELF EMPLOYED,0.0309744197875261,0.1085954308509826,0.1873796135187149,person
408,LAVORATRICE MADRE,WORKING MOTHER,-0.0176626611500978,0.0523895137012004,0.0848537608981132,person
409,LAVORATRICE PROFESSIONISTA IN REMOTO,PROFESSIONAL REMOTE WORKER,0.0198291428387165,0.1426451802253723,0.1893174648284912,person
410,LAVORATRICE SMARTWORKING,SMARTWORKING WORKER,0.0328731462359428,0.1244727447628974,0.163539782166481,person
411,LAVORI DOMESTICI,HOUSEWORKS,0.0430887602269649,0.1274836957454681,0.093369260430336,woman
412,LECCACULO,ASS-GUCK,0.1726693212985992,0.2095222026109695,0.1725653111934662,woman
413,LEGGERE,TO READ,-0.0035077277570962,0.0692804902791976,0.0949562191963195,person
414,LETTORE,READER,-0.0329640246927738,0.1002599075436592,0.1939040869474411,person
415,LETTRICE,READER,-0.0329640246927738,0.1002599075436592,0.1939040869474411,person
416,LEVIGARE,SMOOTH,-0.0202771760523319,-0.0413921438157558,0.028177423402667,person
417,LIBERA PROFESSIONISTA,FREELANCE,-0.027607811614871,0.0894743129611015,0.1221841946244239,person
418,MACCHINISTA,MACHINIST,0.0758691504597663,0.1461112797260284,0.1936243027448654,person
419,MACELLAIO,BUTCHER,0.1061822697520256,0.1728751212358474,0.2010440528392791,person
420,MADRE,MOTHER,-0.0010859835892915,0.2209789901971817,0.0554334186017513,woman
421,MAESTRA,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
422,MAESTRO,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
423,MAESTRO DI SCI,SKI INSTRUCTOR,0.0053680408746004,0.0951549038290977,0.1638213694095611,person
424,MAGGIORDOMO,BUTLER,0.0757324919104576,0.1042128801345825,0.1821518838405609,person
425,MAMMA,MOM,0.0033372968900948,0.2340079545974731,0.0940992012619972,woman
426,MANAGER,MANAGER,0.0454718098044395,0.1530303955078125,0.1763732582330703,person
427,MANAGER DELLA CASA,HOUSE MANAGER,0.0434665419161319,0.1204237714409828,0.1172495782375335,woman
428,MANGIARE,TO EAT,0.0535415261983871,0.077251061797142,0.0819783359766006,person
429,MANGIATORE DI PASTICCINI,PASTRY EATER,0.0428471155464649,0.1109606027603149,0.1565578579902649,person
430,MANGIONE,GLUTTON,0.1240878105163574,0.1960063278675079,0.2152173817157745,person
431,MANOVALE,LABOR WORKER,0.0098228817805647,0.0917110294103622,0.0654822587966919,woman
432,MANUTENTORE,MAINTAINER,0.0555806756019592,0.1320604830980301,0.2862025797367096,person
433,MANUTENTRICE,MAINTAINER,0.0555806756019592,0.1320604830980301,0.2862025797367096,person
434,MARINAIO,SAILOR MAN,0.1250723302364349,0.2390221357345581,0.2077945172786712,woman
435,MARITO,HUSBAND,0.1022611111402511,0.2619554102420807,0.1455139070749282,woman
436,MASSAGGIATORE,MASSAGE THERAPIST,-0.0071956482715904,0.1206301152706146,0.1246377006173133,person
437,MASSAGGIATRICE,MASSAGE THERAPIST,-0.0071956482715904,0.1206301152706146,0.1246377006173133,person
438,MASSAIA,MASSAGER,0.00482291681692,0.1576361507177353,0.1656838506460189,person
439,MASSAIO,MASSAGER,0.00482291681692,0.1576361507177353,0.1656838506460189,person
440,MATEMATICO,MATHEMATICAL,-0.0046670534648001,0.0784668400883674,0.0713891386985778,woman
441,MECCANICA,MECHANIC,0.0432307384908199,0.1361708343029022,0.1751949042081833,person
442,MECCANICO,MECHANIC,0.0432307384908199,0.1361708343029022,0.1751949042081833,person
443,MEDIATRICE,MEDIATOR,-0.007615799549967,0.0934023410081863,0.1666478365659713,person
444,MEDICO,DOCTOR,0.0042507024481892,0.0846219733357429,0.097620703279972,person
445,MEDICO DI BASE,BASIC DOCTOR,-0.0136400619521737,0.0795203298330307,0.0600476004183292,woman
446,MENEFREGHISTA,CARELESS,-0.0010440405458211,0.0735631361603736,0.1276676505804062,person
447,MERETRICE,MERENTOR,0.1655888855457306,0.2089697271585464,0.1944504827260971,woman
448,MIGNOTTA,BITCH,0.0220142770558595,0.1385280489921569,0.1146031990647316,woman
449,MILITARE,MILITARY,0.0504661947488784,0.1091836616396904,0.123601384460926,person
450,MINISTRA,MINISTER,-0.0011211428791284,0.0925666764378547,0.1249386221170425,person
451,MOGLIE,WIFE,0.0556856282055377,0.3378883302211761,0.1286969631910324,woman
452,MOGLIETTINA,WIFE,0.0556856282055377,0.3378883302211761,0.1286969631910324,woman
453,MONTARE,SET UP,0.0027132648974657,0.0992791354656219,0.1241538226604461,person
454,MOTOCICLISTA,MOTORCYCLIST,0.0877216607332229,0.1705003082752227,0.2475869059562683,person
455,MULTITASKING,MULTITASKING,0.0793072953820228,0.1400287002325058,0.1188042759895324,woman
456,MURATORE,MASON,0.0739798471331596,0.0934403538703918,0.1730799525976181,person
457,MUSICISTA,MUSICIAN,0.0296257119625806,0.121509663760662,0.2081089913845062,person
458,NARCISO,NARCISSUS,0.0479694828391075,0.0989935994148254,0.0769553035497665,woman
459,NARRATORE,NARRATOR,-0.010988594032824,0.1089139878749847,0.2411760240793228,person
460,NAVIGATRICE,NAVIGATOR,-0.0031390006188303,0.0646456182003021,0.125972181558609,person
461,NEGOZIANTE,RETAILER,0.0616005323827266,0.0994839295744896,0.1783589571714401,person
462,NEI CALCOLI,IN THE CALCULATIONS,0.0608202666044235,0.0733310654759407,0.0769005864858627,person
463,NEI LAVORI DI CASA,IN HOUSE WORK,0.0735529735684394,0.1252642571926117,0.1356287151575088,person
464,NEL BRICOLAGE,IN THE DIY,0.0980385467410087,0.0956821888685226,0.109937660396099,person
465,NEL DISEGNO,IN THE DRAWING,0.0555240809917449,0.0937117561697959,0.1091778948903083,person
466,NEL FAI DA TE,IN THE DIY,0.0980385467410087,0.0956821888685226,0.109937660396099,person
467,NEL LAVORO,AT WORK,-0.0010550358565524,0.1348013430833816,0.1551705449819564,person
468,NELLA ESECUZIONE,IN THE EXECUTION,0.0362747535109519,0.0984647870063781,0.1216980144381523,person
469,NELLA GESTIONE,IN THE MANAGEMENT,0.0711334645748138,0.0785552859306335,0.0875138193368911,person
470,NELLE FACCENDE DI CASA,IN THE HOUSE CHOICES,0.0890153497457504,0.1444727629423141,0.1513905823230743,person
471,NELLE FACCENDE DOMESTICHE,IN THE HOUSEHOLD WORK,0.0708890706300735,0.1417852342128753,0.1463255882263183,person
472,NELLE MANUTENZIONI,IN MAINTENANCE,0.0662064030766487,0.1079529896378517,0.1110544949769973,person
473,NELLO SPORT,IN SPORTS,0.0873234346508979,0.1268897056579589,0.1807811856269836,person
474,NETTURBINO,DUSTMAN,0.1498019695281982,0.1181583106517791,0.2155483067035675,person
475,NEUROLOGA,NEUROLOGIST,-0.0212505627423524,0.0978830531239509,0.1310107558965683,person
476,NIPOTE,GRANDSON,0.1158446595072746,0.1497080326080322,0.1338032335042953,woman
477,NIPOTINO,NEPHEW,0.0376758873462677,0.0775463208556175,0.1183204501867294,person
478,NONNA,NOT NO,0.021058952435851,0.0213720574975013,-0.0398008748888969,woman
479,NONNO,NOT NO,0.021058952435851,0.0213720574975013,-0.0398008748888969,woman
480,NOTAIO,NOTARY,-0.0007562115788459,0.0874629244208335,0.1938636302947998,person
481,NULLAFACENTE,NOTHING,0.0441714189946651,0.0343753062188625,0.0431426540017128,man
482,NUOTARE,TO SWIM,0.0078433444723486,0.0915699675679206,0.106674700975418,person
483,NUOTATORE,SWIMMER,0.0113521348685026,0.1413875967264175,0.2534443438053131,person
484,NUOTATRICE,SWIMMER,0.0113521348685026,0.1413875967264175,0.2534443438053131,person
485,OMETTO,OMIT,-0.0206253509968519,0.0123164504766464,0.0242815371602773,person
486,OMINO,little man,0.0304409507662057,0.1043636128306388,0.1224702522158622,person
487,OPERAIA,WORKER,0.0723586753010749,0.1492487490177154,0.2047394812107086,person
488,OPERAIO,WORKER,0.0723586753010749,0.1492487490177154,0.2047394812107086,person
489,OPERATORE,OPERATOR,0.0733070150017738,0.1278286427259445,0.2681492269039154,person
490,OPERATORE A COMPUTER,COMPUTER OPERATOR,0.0403678491711616,0.118916317820549,0.1694770604372024,person
491,OPERATORE DI GRU,CRANE OPERATOR,0.049677737057209,0.1145884171128273,0.1939328908920288,person
492,OPERATORE ECOLOGICO,ECOLOGICAL OPERATOR,0.0169251076877117,0.1100621968507766,0.2005603611469268,person
493,OPERATORE INFORMATICO,COMPUTER OPERATOR,0.0403678491711616,0.118916317820549,0.1694770604372024,person
494,OPERATRICE,OPERATOR,0.0733070150017738,0.1278286427259445,0.2681492269039154,person
495,OPPORTUNISTA,OPPORTUNIST,0.0825115516781807,0.1356740444898605,0.2686729431152344,person
496,ORATORE,SPEAKER,0.0401809029281139,0.1147694513201713,0.218639999628067,person
497,ORATRICE,SPEAKER,0.0401809029281139,0.1147694513201713,0.218639999628067,person
498,ORDINARE IN CASA,ORDER AT HOME,-0.0366549678146839,0.0391573458909988,0.0324506722390651,woman
499,ORGANIZZARE,ORGANIZE,0.0134971039369702,0.0437252148985862,0.0665523558855056,person
500,ORGANIZZARE FESTE,ORGANIZE PARTIES,0.0159716363996267,0.0579021014273166,0.1136350408196449,person
501,ORGANIZZARE RIUNIONI,ORGANIZE MEETINGS,0.0082613108679652,0.0375151969492435,0.0710537210106849,person
502,ORGANIZZATORE,MANAGER,0.0454718098044395,0.1530303955078125,0.1763732582330703,person
503,ORGANIZZATRICE,MANAGER,0.0454718098044395,0.1530303955078125,0.1763732582330703,person
504,OSPITE,GUEST,0.0067357891239225,0.084517166018486,0.1655900478363037,person
505,OSSERVATORE,OBSERVER,0.0584436058998107,0.144767627120018,0.2750749289989471,person
506,OSTETRICA,OBSTETRICIAN,-0.0259603485465049,0.1512145698070526,0.1060795187950134,woman
507,OSTETRICO,OBSTETRICIAN,-0.0259603485465049,0.1512145698070526,0.1060795187950134,woman
508,PADRE,FATHER,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
509,PADRE DI FAMIGLIA,FATHER OF THE FAMILY,0.02854466997087,-0.0053660008125007,0.0777738541364669,person
510,PADRONA,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
511,PADRONA DI CASA,HOUSEHOLDER,0.1482555866241455,0.2273332774639129,0.3502625226974487,person
512,PADRONE,MASTER,0.0533195510506629,0.0914085283875465,0.1436962336301803,person
513,PADRONE DI CASA,HOUSEHOLDER,0.1482555866241455,0.2273332774639129,0.3502625226974487,person
514,PALLAVOLISTA,VOLLEYBALL PLAYER,0.0549187585711479,0.1584195047616958,0.2464195489883422,person
515,PANETTIERE,BAKER,0.0173901934176683,0.1176451966166496,0.2224779725074768,person
516,PAPA',Pope,0.0483847446739673,0.130042165517807,0.2113257199525833,person
517,PAPPONE,PIMP,0.1132613196969032,0.1799818277359008,0.2060551047325134,person
518,PARACULO,PARACULO,0.1381916254758834,0.1303234547376632,0.115088365972042,man
519,PARLARE,SPEAK,0.0134310452267527,0.0251803323626518,0.086907148361206,person
520,PARLATORE,TALKER,0.0350851193070411,0.0986630097031593,0.2531768083572387,person
521,PARRUCCHIERA,HAIR SALON,0.0221536960452795,0.0868314728140831,0.0818030834197998,woman
522,PARRUCCHIERE,HAIR SALON,0.0221536960452795,0.0868314728140831,0.0818030834197998,woman
523,PARTNER,PARTNER,0.0398772545158863,0.1983256787061691,0.1721086353063583,woman
524,PASTICCERA,PASTRY CHEF,0.0164719000458717,0.0980598926544189,0.0826075002551078,woman
525,PASTICCERE,PASTRY CHEF,0.0164719000458717,0.0980598926544189,0.0826075002551078,woman
526,PASTICCIONE,BUDDLED,0.1990611851215362,0.1970757693052292,0.1679802238941192,man
527,PASTORE,SHEPHERD,0.0076766614802181,0.0778727233409881,0.1847287863492965,person
528,PATATONE,POTATO,-0.0215267017483711,0.048235110938549,0.0364956893026828,woman
529,PATTINATRICE,SKATER,0.086778812110424,0.1182021424174308,0.2097079455852508,person
530,PEDIATRA,PEDIATRICIAN,-0.0090891076251864,0.1130852028727531,0.1229317933320999,person
531,PEDICURE,PEDICURE,0.0199179984629154,0.1415822505950927,0.0929905250668525,woman
532,PELANDRONE,PELANDRONE,0.1088745445013046,0.1292962878942489,0.1612630486488342,person
533,PENSATORE,THINKER,0.0414176434278488,0.098392330110073,0.2055825740098953,person
534,PERDIGIORNO,WASTER,0.0524552762508392,0.13050577044487,0.2734595239162445,person
535,PERSONA,PERSON,0.1467750519514084,0.3124619722366333,0.5620523691177368,person
536,PERSONAGGIO,CHARACTER,-0.0057959896512329,0.1298875212669372,0.2300109714269638,person
537,PESCATORE,FISHERMAN,0.0510076619684696,0.1410273164510727,0.2104391008615493,person
538,PIANIFICARE,TO PLAN,0.0043312888592481,0.0540711432695388,0.0587386935949325,person
539,PIANISTA,PIANIST,0.0969472751021385,0.1917737126350402,0.2974332869052887,person
540,PIGRONE,LAZY,0.002118760952726,0.0962022766470909,0.1337186694145202,person
541,PILOTA,PILOT,0.0184526722878217,0.0999818369746208,0.1900313198566436,person
542,PILOTA DI MOTO,MOTORBIKE PILOT,0.0454447455704212,0.0963220670819282,0.150782972574234,person
543,PIRLA,PIRLA,0.1688570976257324,0.2659299373626709,0.1879717260599136,woman
544,PIRLONE,PYRLONE,0.1698359251022339,0.1690256595611572,0.1257601380348205,man
545,PISCHELLO,PISCHELLO,0.1282818913459777,0.1437089741230011,0.1311546266078949,woman
546,PITTORE,PAINTER,0.0590242035686969,0.1319291740655899,0.1912503540515899,person
547,PITTRICE,PAINTER,0.0590242035686969,0.1319291740655899,0.1912503540515899,person
548,PIZZAIOLO,PIZZA MAKER,0.0632798597216606,0.1040052026510238,0.1424572020769119,person
549,POETA,POET,-0.0084490962326526,0.0643141195178031,0.1851558685302734,person
550,POKERISTA,POKER PLAYER,0.0560936704277992,0.1428297162055969,0.1984588056802749,person
551,POLIEDRICA,VERSATILE,-0.0574128031730651,0.0343924909830093,0.1068209931254386,person
552,POLITICA,POLICY,0.0006732577458024,0.1089316457509994,0.1084156781435012,woman
553,POLITOLOGO,POLITICAL EXPERT,0.0221652723848819,0.1340822875499725,0.1627660989761352,person
554,POLIZIOTTA,POLICEMAN,0.0159738585352897,0.0835827738046646,0.1339638233184814,person
555,POLIZIOTTO,POLICEMAN,0.0159738585352897,0.0835827738046646,0.1339638233184814,person
556,POMPIERA,FIREMAN,0.0538321658968925,0.0960987359285354,0.1043390110135078,person
557,POMPIERE,FIREMAN,0.0538321658968925,0.0960987359285354,0.1043390110135078,person
558,POMPINARA,BLOWJOB,0.0657300874590873,0.1406537443399429,0.0706997662782669,woman
559,PORNODIVO,PORNSTAR,0.1188980638980865,0.2990930378437042,0.2291281670331955,woman
560,POSATORE,INSTALLER,0.1048251166939735,0.1073460355401039,0.0985578596591949,woman
561,POSTINA,DELIVERY MAN,0.0528381392359733,0.1074385493993759,0.1148997396230697,person
562,POSTINO,DELIVERY MAN,0.0528381392359733,0.1074385493993759,0.1148997396230697,person
563,PRECISO,ACCURATE,-0.0839781612157821,-0.0035624308511614,0.0534159056842327,person
564,PRENDERSI CURA DI Sè E DI CARLA,TAKE CARE OF YOURSELF AND OF CARLA,0.0005267635569907,0.1146327331662178,0.1349251717329025,person
565,PREPARARE I DOLCI,PREPARE SWEETS,0.0190450269728899,0.0210165716707706,0.0431922599673271,person
566,PREPARARE LA COLAZIONE,PREPARE BREAKFAST,0.0190450269728899,0.0210165716707706,0.0431922599673271,person
567,PRESENTATORE,ANNOUNCER,0.0235655847936868,0.1251252293586731,0.2118251472711563,person
568,PRESENTATRICE,ANNOUNCER,0.0235655847936868,0.1251252293586731,0.2118251472711563,person
569,PRESIDENTE,PRESIDENT,-0.0415644869208335,0.1362356096506118,0.1341638565063476,woman
570,PRESIDENTE DEL CONSIGLIO,PRIME MINISTER,0.0271809790283441,0.0507175140082836,0.1137724891304969,person
571,PRESTIDIGITATORE,PRESTIDIGITATOR,0.0515878945589065,0.0914643257856369,0.2267413586378097,person
572,PRESTIGIATORE,MAGICIAN,0.0333241373300552,0.0834864974021911,0.1504625231027603,person
573,PRETE,PRIEST,0.0142829408869147,0.1082326620817184,0.168101817369461,person
